Career Cluster,Career Pathway,Code,Occupation
Manufacturing,"Maintenance, Installation and Repair",49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
Manufacturing,"Maintenance, Installation and Repair",47-4099.00,"Construction and Related Workers, All Other"
Manufacturing,"Maintenance, Installation and Repair",49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
Manufacturing,"Maintenance, Installation and Repair",17-3023.00,Electrical and Electronic Engineering Technicians
Manufacturing,"Maintenance, Installation and Repair",51-2022.00,Electrical and Electronic Equipment Assemblers
Manufacturing,"Maintenance, Installation and Repair",49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
Manufacturing,"Maintenance, Installation and Repair",17-3023.03,Electrical Engineering Technicians
Manufacturing,"Maintenance, Installation and Repair",51-2023.00,Electromechanical Equipment Assemblers
Manufacturing,"Maintenance, Installation and Repair",49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers
Manufacturing,"Maintenance, Installation and Repair",17-3023.01,Electronics Engineering Technicians
Manufacturing,"Maintenance, Installation and Repair",47-4021.00,Elevator Installers and Repairers
Manufacturing,"Maintenance, Installation and Repair",51-2031.00,Engine and Other Machine Assemblers
Manufacturing,"Maintenance, Installation and Repair",17-3029.00,"Engineering Technicians, Except Drafters, All Other"
Manufacturing,"Maintenance, Installation and Repair",49-9093.00,"Fabric Menders, Except Garment"
Manufacturing,"Maintenance, Installation and Repair",25-9021.00,Farm and Home Management Advisors
Manufacturing,"Maintenance, Installation and Repair",47-4031.00,Fence Erectors
Manufacturing,"Maintenance, Installation and Repair",49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
Manufacturing,"Maintenance, Installation and Repair",47-4041.00,Hazardous Materials Removal Workers
Manufacturing,"Maintenance, Installation and Repair",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
Manufacturing,"Maintenance, Installation and Repair",49-9031.00,Home Appliance Repairers
Manufacturing,"Maintenance, Installation and Repair",17-3026.00,Industrial Engineering Technicians
Manufacturing,"Maintenance, Installation and Repair",49-9041.00,Industrial Machinery Mechanics
Manufacturing,"Maintenance, Installation and Repair",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
Manufacturing,"Maintenance, Installation and Repair",49-9099.00,"Installation, Maintenance, and Repair Workers, All Other"
Manufacturing,"Maintenance, Installation and Repair",27-1025.00,Interior Designers
Manufacturing,"Maintenance, Installation and Repair",51-9071.01,Jewelers
Manufacturing,"Maintenance, Installation and Repair",51-9071.00,Jewelers and Precious Stone and Metal Workers
Manufacturing,"Maintenance, Installation and Repair",49-9094.00,Locksmiths and Safe Repairers
Manufacturing,"Maintenance, Installation and Repair",49-9071.00,"Maintenance and Repair Workers, General"
Manufacturing,"Maintenance, Installation and Repair",49-9043.00,"Maintenance Workers, Machinery"
Manufacturing,"Maintenance, Installation and Repair",17-3031.02,Mapping Technicians
Manufacturing,"Maintenance, Installation and Repair",17-3027.00,Mechanical Engineering Technicians
Manufacturing,"Maintenance, Installation and Repair",51-9082.00,Medical Appliance Technicians
Manufacturing,"Maintenance, Installation and Repair",49-9062.00,Medical Equipment Repairers
Manufacturing,"Maintenance, Installation and Repair",49-9044.00,Millwrights
Manufacturing,"Maintenance, Installation and Repair",49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
Manufacturing,"Maintenance, Installation and Repair",49-9063.00,Musical Instrument Repairers and Tuners
Manufacturing,"Maintenance, Installation and Repair",19-4051.01,Nuclear Equipment Operation Technicians
Manufacturing,"Maintenance, Installation and Repair",19-4051.02,Nuclear Monitoring Technicians
Manufacturing,"Maintenance, Installation and Repair",51-8011.00,Nuclear Power Reactor Operators
Manufacturing,"Maintenance, Installation and Repair",19-4051.00,Nuclear Technicians
Manufacturing,"Maintenance, Installation and Repair",49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
Manufacturing,"Maintenance, Installation and Repair",17-3029.08,Photonics Technicians
Manufacturing,"Maintenance, Installation and Repair",51-9071.07,Precious Metal Workers
Manufacturing,"Maintenance, Installation and Repair",49-9069.00,"Precision Instrument and Equipment Repairers, All Other"
Manufacturing,"Maintenance, Installation and Repair",43-5061.00,"Production, Planning, and Expediting Clerks"
Manufacturing,"Maintenance, Installation and Repair",49-2021.01,Radio Mechanics
Manufacturing,"Maintenance, Installation and Repair",49-3043.00,Rail Car Repairers
Manufacturing,"Maintenance, Installation and Repair",49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
Manufacturing,"Maintenance, Installation and Repair",17-3024.01,Robotics Technicians
Manufacturing,"Maintenance, Installation and Repair",47-5071.00,"Roustabouts, Oil and Gas"
Manufacturing,"Maintenance, Installation and Repair",49-2098.00,Security and Fire Alarm Systems Installers
Manufacturing,"Maintenance, Installation and Repair",51-9141.00,Semiconductor Processors
Manufacturing,"Maintenance, Installation and Repair",15-1132.00,"Software Developers, Applications"
Manufacturing,"Maintenance, Installation and Repair",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
Manufacturing,"Maintenance, Installation and Repair",49-9052.00,Telecommunications Line Installers and Repairers
Manufacturing,"Maintenance, Installation and Repair",51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
Manufacturing,"Maintenance, Installation and Repair",51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
Manufacturing,"Maintenance, Installation and Repair",51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
Manufacturing,"Maintenance, Installation and Repair",51-2093.00,Timing Device Assemblers and Adjusters
Manufacturing,"Maintenance, Installation and Repair",49-9064.00,Watch Repairers
Manufacturing,Manufacturing Production Process Development,51-9011.00,Chemical Equipment Operators and Tenders
Manufacturing,Manufacturing Production Process Development,51-8091.00,Chemical Plant and System Operators
Manufacturing,Manufacturing Production Process Development,19-4031.00,Chemical Technicians
Manufacturing,Manufacturing Production Process Development,17-3023.03,Electrical Engineering Technicians
Manufacturing,Manufacturing Production Process Development,51-2023.00,Electromechanical Equipment Assemblers
Manufacturing,Manufacturing Production Process Development,19-4091.00,"Environmental Science and Protection Technicians, Including Health"
Manufacturing,Manufacturing Production Process Development,51-6092.00,Fabric and Apparel Patternmakers
Manufacturing,Manufacturing Production Process Development,25-9021.00,Farm and Home Management Advisors
Manufacturing,Manufacturing Production Process Development,27-1022.00,Fashion Designers
Manufacturing,Manufacturing Production Process Development,19-4099.00,"Life, Physical, and Social Science Technicians, All Other"
Manufacturing,Manufacturing Production Process Development,19-4051.02,Nuclear Monitoring Technicians
Manufacturing,Manufacturing Production Process Development,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
Manufacturing,Production,51-9191.00,Adhesive Bonding Machine Operators and Tenders
Manufacturing,Production,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
Manufacturing,Production,51-3011.00,Bakers
Manufacturing,Production,51-8099.01,Biofuels Processing Technicians
Manufacturing,Production,51-8099.03,Biomass Plant Technicians
Manufacturing,Production,47-2011.00,Boilermakers
Manufacturing,Production,51-7011.00,Cabinetmakers and Bench Carpenters
Manufacturing,Production,51-9011.00,Chemical Equipment Operators and Tenders
Manufacturing,Production,51-8091.00,Chemical Plant and System Operators
Manufacturing,Production,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Manufacturing,Production,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
Manufacturing,Production,51-2021.00,"Coil Winders, Tapers, and Finishers"
Manufacturing,Production,51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
Manufacturing,Production,51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
Manufacturing,Production,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
Manufacturing,Production,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
Manufacturing,Production,51-9031.00,"Cutters and Trimmers, Hand"
Manufacturing,Production,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
Manufacturing,Production,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Production,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Production,51-2022.00,Electrical and Electronic Equipment Assemblers
Manufacturing,Production,51-2023.00,Electromechanical Equipment Assemblers
Manufacturing,Production,51-2031.00,Engine and Other Machine Assemblers
Manufacturing,Production,51-9194.00,Etchers and Engravers
Manufacturing,Production,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Production,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
Manufacturing,Production,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
Manufacturing,Production,51-6092.00,Fabric and Apparel Patternmakers
Manufacturing,Production,51-2091.00,Fiberglass Laminators and Fabricators
Manufacturing,Production,51-1011.00,First-Line Supervisors of Production and Operating Workers
Manufacturing,Production,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Production,51-4071.00,Foundry Mold and Coremakers
Manufacturing,Production,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
Manufacturing,Production,51-7021.00,Furniture Finishers
Manufacturing,Production,51-9071.06,Gem and Diamond Workers
Manufacturing,Production,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
Manufacturing,Production,51-9022.00,"Grinding and Polishing Workers, Hand"
Manufacturing,Production,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
